timestamp,size,proto,sport,dport,ttl
1765273503.3326876,54,TCP,60529,443,64
1765273503.3343823,1466,TCP,443,60529,115
1765273503.3372543,1466,TCP,443,60529,115
1765273503.3391314,1466,TCP,443,60529,115
1765273503.340671,54,TCP,60529,443,64
1765273503.342161,1466,TCP,443,60529,115
1765273503.343753,1466,TCP,443,60529,115
1765273503.3450172,54,TCP,60529,443,64
1765273503.3461893,66,TCP,31290,53,64
1765273503.3473043,66,TCP,28269,53,64
1765273503.3484218,66,TCP,53,31290,61
1765273503.3501484,66,TCP,41129,53,64
1765273503.3522806,54,TCP,31290,53,64
1765273503.3545804,1466,TCP,443,60529,115
1765273503.3564565,66,TCP,19990,53,64
1765273503.3581982,54,TCP,60529,443,64
1765273503.359835,56,TCP,31290,53,64
1765273503.3614063,1466,TCP,443,60529,115
1765273503.363799,66,TCP,53,28269,61
1765273503.3651245,66,TCP,53,41129,61
1765273503.366333,87,TCP,31290,53,64
1765273503.3682063,54,TCP,28269,53,64
1765273503.369432,54,TCP,41129,53,64
1765273503.3706574,56,TCP,28269,53,64
1765273503.3718176,87,TCP,28269,53,64
1765273503.3728888,66,TCP,53,19990,61
1765273503.3740563,56,TCP,41129,53,64
1765273503.3750782,87,TCP,41129,53,64
1765273503.3761055,54,TCP,19990,53,64
1765273503.3772361,60,TCP,53,31290,61
1765273503.3783524,56,TCP,19990,53,64
1765273503.3796797,87,TCP,19990,53,64
1765273503.380687,60,TCP,53,31290,61
1765273503.3818152,60,TCP,53,28269,61
1765273503.384873,146,TCP,53,31290,61
1765273503.3862023,60,TCP,53,41129,61
1765273503.387592,60,TCP,53,41129,61
1765273503.3890045,60,TCP,53,28269,61
1765273503.3906088,146,TCP,53,41129,61
1765273503.3919516,60,TCP,53,19990,61
1765273503.393283,60,TCP,53,19990,61
1765273503.394905,105,TCP,53,28269,61
1765273503.3968832,105,TCP,53,19990,61
1765273503.3982527,54,TCP,31290,53,64
1765273503.3999138,54,TCP,41129,53,64
1765273503.4012036,54,TCP,28269,53,64
1765273503.4024308,54,TCP,19990,53,64
1765273503.4039495,60,TCP,53,31290,61
1765273503.4052744,60,TCP,53,41129,61
1765273503.4067776,54,TCP,31290,53,64
1765273503.408075,54,TCP,41129,53,64
1765273503.4095573,60,TCP,53,28269,61
1765273503.4110227,54,TCP,28269,53,64
1765273503.4125187,60,TCP,53,19990,61
1765273503.4138393,54,TCP,19990,53,64
1765273503.4154541,1292,UDP,54297,443,64
1765273503.4172645,1292,UDP,54297,443,64
1765273503.4186435,1466,TCP,443,60529,115
1765273503.4201596,1466,TCP,443,60529,115
1765273503.4216273,54,TCP,60529,443,64
1765273503.423007,1292,UDP,58043,443,64
1765273503.4247503,1292,UDP,58043,443,64
1765273503.426048,1466,TCP,443,60529,115
1765273503.427831,1466,TCP,443,60529,115
1765273503.429552,54,TCP,60529,443,64
1765273503.432297,1466,TCP,443,60529,115
1765273503.4341853,1466,TCP,443,60529,115
1765273503.4355993,54,TCP,60529,443,64
1765273503.437011,60,TCP,443,18026,116
1765273503.4387467,1466,TCP,443,60529,115
1765273503.4401755,427,TCP,443,60529,115
1765273503.4414542,54,TCP,60529,443,64
1765273503.442678,93,TCP,60529,443,64
1765273503.444042,60,TCP,443,32159,48
1765273503.4460034,54,TCP,32159,443,64
1765273503.4474268,66,TCP,35204,443,64
1765273503.448991,460,TCP,46947,443,64
1765273503.450124,60,TCP,443,60529,115
1765273503.4512973,66,TCP,443,35204,115
1765273503.4524052,54,TCP,35204,443,64
1765273503.4537082,1466,TCP,35204,443,64
1765273503.4552157,854,TCP,35204,443,64
1765273503.4564846,85,TCP,51053,443,64
1765273503.4574304,60,TCP,443,46947,115
1765273503.462095,60,TCP,443,51053,53
1765273503.4645417,60,TCP,443,35204,115
1765273503.4961429,1466,TCP,443,35204,115
1765273503.4978938,1466,TCP,443,35204,115
1765273503.4993663,54,TCP,35204,443,64
1765273503.5003748,1309,TCP,443,35204,115
1765273503.5011652,128,TCP,35204,443,64
1765273503.501884,146,TCP,35204,443,64
1765273503.5029085,1466,TCP,35204,443,64
1765273503.5042872,70,TCP,35204,443,64
1765273503.5055728,976,TCP,35204,443,64
1765273503.5327418,737,TCP,443,46947,115
1765273503.5347161,1014,TCP,443,46947,115
1765273503.5360823,54,TCP,46947,443,64
1765273503.5374353,86,TCP,443,46947,115
1765273503.5384576,85,TCP,443,46947,115
1765273503.5399013,93,TCP,443,46947,115
1765273503.5412533,54,TCP,46947,443,64
1765273503.54317,93,TCP,46947,443,64
1765273503.5445635,66,TCP,7207,53,64
1765273503.5461316,66,TCP,52509,53,64
1765273503.5475178,66,TCP,53,7207,61
1765273503.548662,54,TCP,7207,53,64
1765273503.5498815,66,TCP,53,52509,61
1765273503.5507815,54,TCP,52509,53,64
1765273503.551727,56,TCP,7207,53,64
1765273503.5525799,98,TCP,7207,53,64
1765273503.5533855,56,TCP,52509,53,64
1765273503.5541346,98,TCP,52509,53,64
1765273503.5548995,1014,TCP,443,35204,115
1765273503.5555742,60,TCP,443,35204,115
1765273503.5574553,60,TCP,53,7207,61
1765273503.558605,60,TCP,53,52509,61
1765273503.5595124,60,TCP,53,52509,61
1765273503.5602384,60,TCP,53,7207,61
1765273503.560995,54,TCP,35204,443,64
1765273503.5620277,116,TCP,53,52509,61
1765273503.5629492,157,TCP,53,7207,61
1765273503.563644,54,TCP,52509,53,64
1765273503.5643044,66,TCP,63222,443,64
1765273503.564965,54,TCP,7207,53,64
1765273503.5657034,85,TCP,35204,443,64
1765273503.5664773,60,TCP,53,52509,61
1765273503.5671465,54,TCP,52509,53,64
1765273503.5678232,60,TCP,53,7207,61
1765273503.5684867,54,TCP,7207,53,64
1765273503.5691724,85,TCP,443,35204,115
1765273503.5698779,704,TCP,443,35204,115
1765273503.5705166,54,TCP,35204,443,64
1765273503.571455,1466,TCP,443,35204,115
1765273503.573436,54,TCP,35204,443,64
1765273503.5744658,1466,TCP,443,35204,115
1765273503.5751882,54,TCP,35204,443,64
1765273503.5759532,1466,TCP,443,35204,115
1765273503.5766995,1466,TCP,443,35204,115
1765273503.5773728,54,TCP,35204,443,64
1765273503.5781088,1466,TCP,443,35204,115
1765273503.5790126,1466,TCP,443,35204,115
1765273503.5799022,54,TCP,35204,443,64
1765273503.5808113,1466,TCP,443,35204,115
1765273503.5814896,249,TCP,443,35204,115
1765273503.5821455,54,TCP,35204,443,64
1765273503.582809,93,TCP,35204,443,64
1765273503.5835054,1466,TCP,443,35204,115
1765273503.5842412,1466,TCP,443,35204,115
1765273503.584856,54,TCP,35204,443,64
1765273503.5857034,992,TCP,35204,443,64
1765273503.5867567,1466,TCP,443,35204,115
1765273503.5888977,812,TCP,443,35204,115
1765273503.5899389,54,TCP,35204,443,64
1765273503.5908918,998,TCP,35204,443,64
1765273503.5916343,60,TCP,443,46947,115
1765273503.5925024,60,TCP,443,35204,115
1765273503.593693,60,TCP,443,35204,115
1765273503.5950663,60,TCP,443,35204,115
1765273503.5963273,60,TCP,443,35204,115
1765273503.597313,132,TCP,443,35204,115
1765273503.598737,1466,TCP,443,35204,115
1765273503.5995712,54,TCP,35204,443,64
1765273503.600333,1466,TCP,443,35204,115
1765273503.6010606,1466,TCP,443,35204,115
1765273503.6019,1466,TCP,443,35204,115
1765273503.603743,54,TCP,35204,443,64
1765273503.6047082,1466,TCP,443,35204,115
1765273503.605825,638,TCP,443,35204,115
1765273503.6064973,54,TCP,35204,443,64
1765273503.607219,93,TCP,35204,443,64
1765273503.6078646,66,TCP,443,63222,116
1765273503.608494,54,TCP,63222,443,64
1765273503.6092596,1466,TCP,63222,443,64
1765273503.6099923,474,TCP,63222,443,64
1765273503.6107771,1004,TCP,35204,443,64
1765273503.6354954,60,TCP,443,35204,115
1765273503.636962,60,TCP,443,35204,115
1765273503.6397486,132,TCP,443,35204,115
1765273503.641035,1466,TCP,443,35204,115
1765273503.6420274,54,TCP,35204,443,64
1765273503.6432762,1292,UDP,54297,443,64
1765273503.644305,1292,UDP,58043,443,64
1765273503.6453218,1466,TCP,443,35204,115
1765273503.6462388,1113,TCP,443,35204,115
1765273503.6469722,54,TCP,35204,443,64
1765273503.64772,93,TCP,443,35204,115
1765273503.6497765,93,TCP,35204,443,64
1765273503.6511986,60,TCP,443,63222,116
1765273503.6579924,85,TCP,443,51053,53
1765273503.6649525,59,TCP,18099,443,64
1765273503.6666918,385,TCP,18099,443,64
1765273503.6678185,71,TCP,18099,443,64
1765273503.6688883,1025,TCP,35204,443,64
1765273503.6738262,1466,TCP,443,63222,116
1765273503.6749997,1466,TCP,443,63222,116
1765273503.675912,54,TCP,63222,443,64
1765273503.6767848,1320,TCP,443,63222,116
1765273503.6775568,128,TCP,63222,443,64
1765273503.678293,146,TCP,63222,443,64
1765273503.679026,356,TCP,63222,443,64
1765273503.6808245,154,TCP,63222,443,64
1765273503.686381,60,TCP,443,35204,115
1765273503.7064583,60,TCP,443,35204,115
1765273503.7095878,160,TCP,443,35204,115
1765273503.7119498,60,TCP,443,18099,49
1765273503.7137423,1466,TCP,443,35204,115
1765273503.7148893,60,TCP,443,18099,49
1765273503.7157264,60,TCP,443,18099,49
1765273503.7164388,54,TCP,35204,443,64
1765273503.717187,277,TCP,443,35204,115
1765273503.7181942,93,TCP,443,35204,115
1765273503.7191784,54,TCP,35204,443,64
1765273503.720213,93,TCP,35204,443,64
1765273503.7214596,54,TCP,51053,443,64
1765273503.7227323,86,UDP,5353,5353,1
1765273503.724891,346,UDP,5353,5353,1
1765273503.7266476,245,TCP,46947,443,64
1765273503.7329667,1036,TCP,443,63222,116
1765273503.7348552,85,TCP,63222,443,64
1765273503.7366052,85,TCP,443,63222,116
1765273503.7380495,586,TCP,443,63222,116
1765273503.7393973,54,TCP,63222,443,64
1765273503.7407165,1466,TCP,443,63222,116
1765273503.7419088,844,TCP,443,63222,116
1765273503.743349,207,TCP,443,63222,116
1765273503.7444026,54,TCP,63222,443,64
1765273503.7455232,655,TCP,443,63222,116
1765273503.7464206,54,TCP,63222,443,64
1765273503.7473316,93,TCP,63222,443,64
1765273503.7524297,60,TCP,443,35204,115
1765273503.7679243,60,TCP,443,46947,115
1765273503.7757816,66,TCP,5532,53,64
1765273503.776963,66,TCP,43429,53,64
1765273503.7779326,66,TCP,53,5532,61
1765273503.7787423,66,TCP,53,43429,61
1765273503.7794514,54,TCP,5532,53,64
1765273503.7802343,54,TCP,43429,53,64
1765273503.7814045,56,TCP,5532,53,64
1765273503.7822354,87,TCP,5532,53,64
1765273503.7829633,56,TCP,43429,53,64
1765273503.7836835,87,TCP,43429,53,64
1765273503.7843804,60,TCP,53,5532,61
1765273503.7850707,60,TCP,53,5532,61
1765273503.785762,60,TCP,53,43429,61
1765273503.7869,139,TCP,53,5532,61
1765273503.7876933,60,TCP,53,43429,61
1765273503.7884881,54,TCP,5532,53,64
1765273503.7902288,105,TCP,53,43429,61
1765273503.7913046,60,TCP,53,5532,61
1765273503.7922766,54,TCP,5532,53,64
1765273503.7932594,66,TCP,28462,443,64
1765273503.7944808,54,TCP,43429,53,64
1765273503.7954073,60,TCP,53,43429,61
1765273503.796345,54,TCP,43429,53,64
1765273503.7973816,60,TCP,443,63222,116
1765273503.798513,60,TCP,443,63222,116
1765273503.8040032,66,TCP,443,28462,116
1765273503.8056777,54,TCP,28462,443,64
1765273503.8067102,1466,TCP,28462,443,64
1765273503.80747,714,TCP,28462,443,64
1765273503.831984,60,TCP,443,28462,116
1765273503.8524237,1466,TCP,443,28462,116
1765273503.8536904,1466,TCP,443,28462,116
1765273503.8546867,54,TCP,28462,443,64
1765273503.855464,1466,TCP,443,28462,116
1765273503.8561797,1466,TCP,443,28462,116
1765273503.8569057,838,TCP,443,28462,116
1765273503.857554,54,TCP,28462,443,64
1765273503.8583715,118,TCP,28462,443,64
1765273503.859995,146,TCP,28462,443,64
1765273503.8610358,459,TCP,28462,443,64
1765273503.8619378,738,TCP,443,46947,115
1765273503.8627386,830,TCP,443,46947,115
1765273503.8634002,54,TCP,46947,443,64
1765273503.8641546,86,TCP,443,46947,115
1765273503.8650315,85,TCP,443,46947,115
1765273503.8660982,93,TCP,443,46947,115
1765273503.8671753,54,TCP,46947,443,64
1765273503.8687317,93,TCP,46947,443,64
1765273503.8762004,245,TCP,46947,443,64
1765273503.8809419,670,TCP,443,28462,116
1765273503.882267,85,TCP,28462,443,64
1765273503.883821,85,TCP,443,28462,116
1765273503.902022,60,TCP,443,46947,115
1765273503.9129536,60,TCP,443,28462,116
1765273503.9198163,60,TCP,443,46947,115
1765273503.92971,54,TCP,28462,443,64
1765273503.9557908,433,TCP,443,28462,116
1765273503.9572814,85,TCP,443,28462,116
1765273503.9582093,93,TCP,443,28462,116
1765273503.958943,66,TCP,48904,443,64
1765273503.9608798,54,TCP,28462,443,64
1765273503.9621656,93,TCP,28462,443,64
1765273503.9836462,60,TCP,443,28462,116
1765273503.9893274,737,TCP,443,46947,115
1765273503.9914114,832,TCP,443,46947,115
1765273503.992503,54,TCP,46947,443,64
1765273503.9933925,86,TCP,443,46947,115
1765273503.9941618,124,TCP,443,46947,115
1765273503.9949462,54,TCP,46947,443,64
1765273503.9960775,93,TCP,46947,443,64
1765273504.0150864,66,TCP,443,48904,116
1765273504.0164282,54,TCP,48904,443,64
1765273504.0172586,1466,TCP,48904,443,64
1765273504.018097,746,TCP,48904,443,64
1765273504.0342762,60,TCP,443,46947,115
1765273504.052315,59,TCP,18099,443,64
1765273504.0537157,385,TCP,18099,443,64
1765273504.0549574,71,TCP,18099,443,64
1765273504.0741284,60,TCP,443,48904,116
1765273504.0754688,60,TCP,443,48904,116
1765273504.0845537,246,TCP,46947,443,64
1765273504.0974367,60,TCP,443,18099,49
1765273504.0994003,60,TCP,443,18099,49
1765273504.1005857,1354,TCP,443,48904,116
1765273504.1014104,60,TCP,443,18099,49
1765273504.1021297,118,TCP,48904,443,64
1765273504.1030662,146,TCP,48904,443,64
1765273504.1042483,1466,TCP,48904,443,64
1765273504.10533,1298,TCP,48904,443,64
1765273504.1061943,470,TCP,48904,443,64
1765273504.1281207,60,TCP,443,46947,115
1765273504.157662,670,TCP,443,48904,116
1765273504.1591945,85,TCP,443,48904,116
1765273504.1607172,54,TCP,48904,443,64
1765273504.1616309,60,TCP,443,48904,116
1765273504.1626363,85,TCP,48904,443,64
1765273504.163627,60,TCP,443,48904,116
1765273504.1765206,66,TCP,1340,443,64
1765273504.1780906,70,UDP,62327,53,64
1765273504.200295,735,TCP,443,46947,115
1765273504.201837,845,TCP,443,46947,115
1765273504.2030573,54,TCP,46947,443,64
1765273504.2042127,117,TCP,443,46947,115
1765273504.2053316,93,TCP,443,46947,115
1765273504.2062323,54,TCP,46947,443,64
1765273504.2083893,93,TCP,46947,443,64
1765273504.209671,70,UDP,62327,53,64
1765273504.211306,86,UDP,53,62327,61
1765273504.212475,66,TCP,1341,80,64
1765273504.2145936,60,TCP,443,48904,116
1765273504.2182405,86,UDP,53,62327,59
1765273504.2393954,825,TCP,443,48904,116
1765273504.241069,422,TCP,443,48904,116
1765273504.24232,54,TCP,48904,443,64
1765273504.243494,1292,UDP,54297,443,64
1765273504.2451856,1292,UDP,58043,443,64
1765273504.2466955,85,TCP,443,48904,116
1765273504.2479727,93,TCP,443,48904,116
1765273504.249206,54,TCP,48904,443,64
1765273504.250299,93,TCP,48904,443,64
1765273504.2518616,60,TCP,443,46947,115
1765273504.2892854,93,TCP,443,53764,118
1765273504.3007274,89,TCP,53764,443,64
1765273504.3020537,89,TCP,53764,443,64
1765273504.306463,60,TCP,443,48904,116
1765273504.347787,55,TCP,45040,443,64
1765273504.3513243,60,TCP,443,53764,118
1765273504.3527007,60,TCP,443,53764,118
1765273504.3965878,66,TCP,443,45040,119
1765273504.4800913,463,TCP,46947,443,64
1765273504.4933145,66,TCP,80,1341,39
1765273504.4945853,54,TCP,1341,80,64
1765273504.495338,54,TCP,1341,80,64
1765273504.5237248,60,TCP,443,46947,115
1765273504.5463688,60,IP,0,0,1
1765273504.601013,737,TCP,443,46947,115
1765273504.602544,848,TCP,443,46947,115
1765273504.6036563,54,TCP,46947,443,64
1765273504.6045375,86,TCP,443,46947,115
1765273504.6053262,124,TCP,443,46947,115
1765273504.6060066,54,TCP,46947,443,64
1765273504.606766,93,TCP,46947,443,64
1765273504.6454482,60,TCP,443,46947,115
1765273504.674529,59,TCP,18099,443,64
1765273504.6765814,385,TCP,18099,443,64
1765273504.6777117,71,TCP,18099,443,64
1765273504.7176673,60,TCP,443,18099,49
1765273504.7190278,60,TCP,443,18099,49
1765273504.7200036,60,TCP,443,18099,49
1765273504.7721927,1466,TCP,46947,443,64
1765273504.7736285,433,TCP,46947,443,64
1765273504.7778428,60,TCP,80,1341,39
1765273504.779371,54,TCP,1341,80,64
1765273504.8158844,60,TCP,443,46947,115
1765273504.8770914,55,TCP,1086,443,64
1765273504.8918073,740,TCP,443,46947,115
1765273504.8934338,847,TCP,443,46947,115
1765273504.8943865,54,TCP,46947,443,64
1765273504.8953698,86,TCP,443,46947,115
1765273504.8963072,85,TCP,443,46947,115
1765273504.8971097,54,TCP,46947,443,64
1765273504.8979177,93,TCP,443,46947,115
1765273504.8988063,93,TCP,46947,443,64
1765273504.91242,1466,TCP,46947,443,64
1765273504.9136178,1311,TCP,46947,443,64
1765273504.9375753,60,TCP,443,46947,115
1765273504.95622,60,TCP,443,46947,115
1765273504.9574313,60,TCP,443,46947,115
1765273505.0416763,1120,TCP,443,46947,115
1765273505.0428967,96,TCP,443,46947,115
1765273505.0441234,54,TCP,46947,443,64
1765273505.0653834,59,TCP,18099,443,64
1765273505.0670092,385,TCP,18099,443,64
1765273505.0680468,71,TCP,18099,443,64
1765273505.0721483,1466,TCP,443,46947,115
1765273505.0736141,1466,TCP,443,46947,115
1765273505.0749521,54,TCP,46947,443,64
1765273505.0763648,1466,TCP,443,46947,115
1765273505.077564,1466,TCP,443,46947,115
1765273505.0786393,54,TCP,46947,443,64
1765273505.0796523,1466,TCP,443,46947,115
1765273505.0813046,1466,TCP,443,46947,115
1765273505.082303,54,TCP,46947,443,64
1765273505.0832376,1466,TCP,443,46947,115
1765273505.084049,1466,TCP,443,46947,115
1765273505.0847507,54,TCP,46947,443,64
1765273505.0855603,1466,TCP,443,46947,115
1765273505.086358,1466,TCP,443,46947,115
1765273505.0873697,54,TCP,46947,443,64
1765273505.0889354,1466,TCP,443,46947,115
1765273505.0904562,1466,TCP,443,46947,115
1765273505.0915315,54,TCP,46947,443,64
1765273505.0926836,1466,TCP,443,46947,115
1765273505.093852,1466,TCP,443,46947,115
1765273505.0951204,54,TCP,46947,443,64
1765273505.0974565,1466,TCP,443,46947,115
1765273505.0990224,1466,TCP,443,46947,115
1765273505.1005325,54,TCP,46947,443,64
1765273505.1027715,413,TCP,443,46947,115
1765273505.104246,744,TCP,46947,443,64
1765273505.1097574,60,TCP,443,18099,49
1765273505.1111672,60,TCP,443,18099,49
1765273505.1124372,60,TCP,443,18099,49
1765273505.1306808,66,TCP,443,1086,104
1765273505.134877,60,TCP,443,46947,115
1765273505.139415,66,TCP,3523,53,64
1765273505.1408193,66,TCP,59588,53,64
1765273505.1421125,66,TCP,53,3523,61
1765273505.1435592,54,TCP,3523,53,64
1765273505.1446705,66,TCP,53,59588,61
1765273505.1461327,54,TCP,59588,53,64
1765273505.147383,56,TCP,3523,53,64
1765273505.1485324,86,TCP,3523,53,64
1765273505.1497655,56,TCP,59588,53,64
1765273505.1509774,86,TCP,59588,53,64
1765273505.1519117,60,TCP,53,3523,61
1765273505.1528213,60,TCP,53,3523,61
1765273505.1541378,158,TCP,53,3523,61
1765273505.1549954,60,TCP,53,59588,61
1765273505.1558433,60,TCP,53,59588,61
1765273505.1570492,124,TCP,53,59588,61
1765273505.1577814,54,TCP,3523,53,64
1765273505.159498,66,TCP,57304,443,64
1765273505.160334,54,TCP,59588,53,64
1765273505.1610844,60,TCP,53,3523,61
1765273505.1618276,54,TCP,3523,53,64
1765273505.1630194,60,TCP,53,59588,61
1765273505.1639872,54,TCP,59588,53,64
1765273505.167233,66,TCP,443,57304,116
1765273505.1685057,54,TCP,57304,443,64
1765273505.1696987,1466,TCP,57304,443,64
1765273505.1704302,916,TCP,57304,443,64
1765273505.195285,60,TCP,443,57304,116
1765273505.1970246,60,TCP,443,57304,116
1765273505.2025862,818,TCP,443,46947,115
1765273505.2083993,1466,TCP,443,46947,115
1765273505.2097814,54,TCP,46947,443,64
1765273505.2108316,1466,TCP,443,46947,115
1765273505.211782,1466,TCP,443,46947,115
1765273505.2126725,87,TCP,443,46947,115
1765273505.2135074,54,TCP,46947,443,64
1765273505.2143617,1466,TCP,443,46947,115
1765273505.215146,255,TCP,443,46947,115
1765273505.215858,54,TCP,46947,443,64
1765273505.2166126,255,TCP,443,46947,115
1765273505.2174945,54,TCP,46947,443,64
1765273505.2184856,93,TCP,46947,443,64
1765273505.2207656,1466,TCP,443,57304,116
1765273505.2227514,1466,TCP,443,57304,116
1765273505.2247393,54,TCP,57304,443,64
1765273505.2262464,1466,TCP,443,57304,116
1765273505.2273486,1466,TCP,443,57304,116
1765273505.2283344,54,TCP,57304,443,64
1765273505.2295043,66,TCP,8255,53,64
1765273505.2310622,1001,TCP,443,57304,116
1765273505.2324002,66,TCP,48739,53,64
1765273505.2337425,66,TCP,53,8255,61
1765273505.2348323,54,TCP,8255,53,64
1765273505.2361455,66,TCP,53,48739,61
1765273505.2375195,54,TCP,48739,53,64
1765273505.238738,128,TCP,57304,443,64
1765273505.2397933,56,TCP,8255,53,64
1765273505.2406383,96,TCP,8255,53,64
1765273505.2417686,56,TCP,48739,53,64
1765273505.2429523,96,TCP,48739,53,64
1765273505.2441845,60,TCP,53,8255,61
1765273505.2453294,60,TCP,53,8255,61
1765273505.2465224,1466,TCP,46947,443,64
1765273505.2478154,1392,TCP,46947,443,64
1765273505.2496107,123,TCP,53,8255,61
1765273505.2510698,60,TCP,53,48739,61
1765273505.2527335,146,TCP,57304,443,64
1765273505.2546668,60,TCP,53,48739,61
1765273505.2564342,54,TCP,8255,53,64
1765273505.2575989,1466,TCP,57304,443,64
1765273505.2585688,1122,TCP,57304,443,64
1765273505.2601032,114,TCP,53,48739,61
1765273505.2610922,60,TCP,53,8255,61
1765273505.2620056,54,TCP,8255,53,64
1765273505.2630477,66,TCP,25593,443,64
1765273505.2637265,54,TCP,48739,53,64
1765273505.2643945,60,TCP,53,48739,61
1765273505.2650409,54,TCP,48739,53,64
1765273505.266072,403,TCP,46947,443,64
1765273505.267135,1012,TCP,443,57304,116
1765273505.2688503,54,TCP,57304,443,64
1765273505.269877,85,TCP,57304,443,64
1765273505.2711573,85,TCP,443,57304,116
1765273505.2718906,60,TCP,443,57304,116
1765273505.2725346,60,TCP,443,46947,115
1765273505.2732875,66,TCP,443,25593,115
1765273505.2741132,54,TCP,25593,443,64
1765273505.2748723,1466,TCP,25593,443,64
1765273505.2755885,904,TCP,25593,443,64
1765273505.2763624,1466,TCP,443,46947,115
1765273505.277092,54,TCP,46947,443,64
1765273505.2778983,1466,TCP,443,46947,115
1765273505.278555,54,TCP,46947,443,64
1765273505.279264,569,TCP,443,46947,115
1765273505.2799456,60,TCP,443,46947,115
1765273505.2807145,1466,TCP,443,46947,115
1765273505.2813451,54,TCP,46947,443,64
1765273505.2820466,1466,TCP,443,46947,115
1765273505.2826698,54,TCP,46947,443,64
1765273505.285133,1466,TCP,443,46947,115
1765273505.2862706,1466,TCP,443,46947,115
1765273505.2871926,54,TCP,46947,443,64
1765273505.2881477,1466,TCP,443,46947,115
1765273505.2889624,1466,TCP,443,46947,115
1765273505.2896674,54,TCP,46947,443,64
1765273505.2905211,1466,TCP,443,46947,115
1765273505.291762,1466,TCP,443,46947,115
1765273505.2926514,54,TCP,46947,443,64
1765273505.2934804,1466,TCP,443,46947,115
1765273505.2942948,1466,TCP,443,46947,115
1765273505.2950606,54,TCP,46947,443,64
1765273505.2959218,1466,TCP,443,46947,115
1765273505.296609,369,TCP,443,46947,115
1765273505.2972765,54,TCP,46947,443,64
1765273505.2979627,60,TCP,443,57304,116
1765273505.2986286,60,TCP,443,46947,115
1765273505.3034685,54,TCP,57304,443,64
1765273505.3048785,60,TCP,443,25593,115
1765273505.3058395,60,TCP,443,25593,115
1765273505.3081234,1161,TCP,443,57304,116
1765273505.3093817,1400,TCP,443,57304,116
1765273505.3107533,85,TCP,443,57304,116
1765273505.3118632,93,TCP,443,57304,116
1765273505.3129108,54,TCP,57304,443,64
1765273505.3139007,93,TCP,57304,443,64
1765273505.3149388,66,TCP,34333,53,64
1765273505.31629,66,TCP,10974,53,64
1765273505.3173237,66,TCP,53,34333,61
1765273505.3181915,54,TCP,34333,53,64
1765273505.3190625,66,TCP,53,10974,61
1765273505.31995,56,TCP,34333,53,64
1765273505.3207233,54,TCP,10974,53,64
1765273505.3214335,97,TCP,34333,53,64
1765273505.3221283,56,TCP,10974,53,64
1765273505.322791,97,TCP,10974,53,64
1765273505.323439,60,TCP,53,34333,61
1765273505.3240788,60,TCP,53,34333,61
1765273505.324812,60,TCP,53,10974,61
1765273505.3255086,60,TCP,53,10974,61
1765273505.3265975,144,TCP,53,10974,61
1765273505.327674,185,TCP,53,34333,61
1765273505.328411,54,TCP,10974,53,64
1765273505.3291686,66,TCP,58087,443,64
1765273505.3298514,54,TCP,34333,53,64
1765273505.3305461,60,TCP,53,10974,61
1765273505.332479,54,TCP,10974,53,64
1765273505.3334959,60,TCP,53,34333,61
1765273505.3344238,54,TCP,34333,53,64
1765273505.33524,1466,TCP,443,25593,115
1765273505.3360837,1466,TCP,443,25593,115
1765273505.3367655,54,TCP,25593,443,64
1765273505.337503,1311,TCP,443,25593,115
1765273505.3381836,128,TCP,25593,443,64
1765273505.3389237,146,TCP,25593,443,64
1765273505.3396945,903,TCP,25593,443,64
1765273505.3404682,1466,TCP,443,46947,115
1765273505.3412101,1466,TCP,443,46947,115
1765273505.3418524,54,TCP,46947,443,64
1765273505.3425303,55,TCP,19951,443,64
1765273505.3432522,1466,TCP,443,46947,115
1765273505.3439648,1466,TCP,443,46947,115
1765273505.3446012,54,TCP,46947,443,64
1765273505.3453097,1466,TCP,443,46947,115
1765273505.346021,1466,TCP,443,46947,115
1765273505.3466465,54,TCP,46947,443,64
1765273505.3493204,1466,TCP,443,46947,115
1765273505.3508844,1466,TCP,443,46947,115
1765273505.3522208,54,TCP,46947,443,64
1765273505.35401,1466,TCP,443,46947,115
1765273505.3549392,1466,TCP,443,46947,115
1765273505.355641,54,TCP,46947,443,64
1765273505.3565018,1466,TCP,443,46947,115
1765273505.3573353,60,TCP,443,57304,116
1765273505.3581383,1466,TCP,443,46947,115
1765273505.3588123,54,TCP,46947,443,64
1765273505.3595486,1466,TCP,443,46947,115
1765273505.3603163,1466,TCP,443,46947,115
1765273505.360954,54,TCP,46947,443,64
1765273505.361682,1466,TCP,443,46947,115
1765273505.3623946,1466,TCP,443,46947,115
1765273505.3645682,54,TCP,46947,443,64
1765273505.365779,1466,TCP,443,46947,115
1765273505.3670566,1466,TCP,443,46947,115
1765273505.3685095,54,TCP,46947,443,64
1765273505.3696334,1466,TCP,443,46947,115
1765273505.3705873,1466,TCP,443,46947,115
1765273505.371382,54,TCP,46947,443,64
1765273505.3721569,66,TCP,443,58087,115
1765273505.372901,54,TCP,58087,443,64
1765273505.3736873,1466,TCP,58087,443,64
1765273505.3744302,874,TCP,58087,443,64
1765273505.3751888,1466,TCP,443,46947,115
1765273505.3759325,1466,TCP,443,46947,115
1765273505.3765717,54,TCP,46947,443,64
1765273505.3772871,1466,TCP,443,46947,115
1765273505.3780866,1466,TCP,443,46947,115
1765273505.3808768,54,TCP,46947,443,64
1765273505.382227,1466,TCP,443,46947,115
